0,0
0.001,0.00028
0.002,-0.00094
0.003,0.0002
0.004,0.0003
0.005,0.00016
0.006,-0.0001
0.007,0.0001
0.008,0.00018
0.009,-0.00012
0.01,-0.00014
0.011,-0.00054
0.012,0
0.013,0.00012
0.014,0.00034
0.015,-0.00014
0.016,-6e-05
0.017,0.00036
0.018,0.0001
0.019,0.00014
0.02,0.00014
0.021,0.00018
0.022,-0.0002
0.023,2e-05
0.024,-0.00042
0.025,0.00014
0.026,4e-05
0.027,0.00026
0.028,0
0.029,0.00032
0.03,-0.00064
0.031,6e-05
0.032,0.00016
0.033,0.0003
0.034,0.0001
0.035,-0.00026
0.036,0.00034
0.037,0
0.038,-4e-05
0.039,-0.00036
0.04,0.00038
0.041,0.0001
0.042,0.0002
0.043,0.00046
0.044,8e-05
0.045,2e-05
0.046,0.00014
0.047,-0.00016
0.048,0.00042
0.049,-0.00036
0.05,-4e-05
0.051,-0.00042
0.052,0.0001
0.053,-0.00012
0.054,-0.00016
0.055,0
0.056,0.00066
0.057,-0.0001
0.058,-0.00086
0.059,0.00034
0.06,8e-05
0.061,0.00014
0.062,0.0003
0.063,0.00028
0.064,-2e-05
0.065,0.00038
0.066,0.0001
0.067,2e-05
0.068,-0.00072
0.069,0.0003
0.07,-0.00064
0.071,0.00028
0.072,0.00024
0.073,-0.00012
0.074,0.00016
0.075,0.00034
0.076,0.0001
0.077,-0.0008
0.078,0.00034
0.079,0.00026
0.08,4e-05
0.081,0.00022
0.082,2e-05
0.083,0.00048
0.084,-0.00092
0.085,-4e-05
0.086,-0.00034
0.087,0.00026
0.088,0.00034
0.089,0.0001
0.09,0.00022
0.091,0.00026
0.092,2e-05
0.093,2e-05
0.094,0.00022
0.095,0.00018
0.096,-0.0009
0.097,0.00022
0.098,0.0002
0.099,-2e-05
0.1,-6e-05
0.101,0.00022
0.102,-2e-05
0.103,0.00038
0.104,0.0001
0.105,-0.00128
0.106,0.00018
0.107,0.00026
0.108,0.0001
0.109,0.0001
0.11,0.00032
0.111,0.00016
0.112,6e-05
0.113,0.00026
0.114,0.00012
0.115,-0.00066
0.116,0.0002
0.117,8e-05
0.118,-4e-05
0.119,-2e-05
0.12,-0.0002
0.121,4e-05
0.122,4e-05
0.123,0.00022
0.124,-0.00088
0.125,0.00016
0.126,0.00024
0.127,0.00014
0.128,-0.0001
0.129,0.0003
0.13,0.00016
0.131,-2e-05
0.132,0.00012
0.133,2e-05
0.134,0.0002
0.135,0.00016
0.136,0.0003
0.137,6e-05
0.138,0.00056
0.139,-0.00012
0.14,2e-05
0.141,-4e-05
0.142,-6e-05
0.143,-0.00134
0.144,0.00056
0.145,-0.00066
0.146,-0.00028
0.147,0.00212
0.148,0.00068
0.149,0.00014
0.15,-0.0004
0.151,0.00032
0.152,-0.00044
0.153,0.00018
0.154,0.00028
0.155,0.00014
0.156,-0.00014
0.157,-8e-05
0.158,-0.00028
0.159,-0.00118
0.16,-8e-05
0.161,0.00152
0.162,0.00046
